0.127,0.177
0.550,0.046
0.754,0.609
0.016,0.099
0.519,0.481
0.714,0.504
0.044,0.251
0.064,0.263
0.834,0.346
0.697,0.432
0.725,0.503
0.122,0.276
0.416,0.028
0.000,0.122
0.505,0.515
0.462,0.047
0.669,0.582
0.774,0.416
0.733,0.518
0.055,0.248
0.764,0.376
0.022,0.187
0.657,0.542
0.767,0.440
0.525,0.050
0.440,0.060
0.075,0.185
0.075,0.158
0.562,0.068
0.581,0.093
0.051,0.199
0.672,0.475
0.010,0.192
0.680,0.487
0.041,0.160
0.071,0.057
0.539,0.548
0.738,0.435
0.544,0.032
0.709,0.384
0.541,0.035
0.529,0.075
0.617,0.015
0.528,0.429
0.459,0.026
0.487,0.354
0.131,0.183
0.082,0.079
0.692,0.471
0.069,0.152
0.356,0.475
0.706,0.447
0.442,0.092
0.765,0.508
0.756,0.507
0.556,0.449
0.831,0.429
0.548,0.077
0.010,0.252
0.738,0.502
0.040,0.132
0.743,0.625
0.655,0.421
0.602,0.004
0.514,0.072
0.693,0.593
0.714,0.321
0.127,0.220
0.484,0.044
0.765,0.516
0.820,0.518
0.063,0.169
0.762,0.426
0.117,0.139
0.510,0.394
0.698,0.526
0.027,0.204
0.824,0.440
0.381,0.516
0.566,0.508
0.502,0.160
0.724,0.438
0.767,0.501
0.465,0.018
0.444,0.377
0.708,0.396
0.782,0.323
0.436,0.021
0.667,0.434
0.486,0.011
0.448,0.032
0.585,0.136
0.056,0.244
0.525,0.379
0.509,0.033
0.023,0.186
0.077,0.164
0.061,0.142
0.731,0.448
0.002,0.226
0.014,0.211
0.458,0.434
0.687,0.369
0.704,0.489
0.366,0.053
0.047,0.211
0.693,0.334
0.054,0.165
0.644,0.507
0.728,0.451
0.712,0.375
0.038,0.139
0.506,0.037
0.507,0.093
0.543,0.004
0.580,0.455
0.464,0.380
0.090,0.219
0.022,0.169
0.056,0.156
0.446,0.114
0.707,0.553
0.858,0.396
0.497,0.022
0.825,0.443
0.055,0.108
0.467,0.509
0.777,0.468
0.005,0.176
0.047,0.270
0.537,0.007
0.785,0.341
0.513,0.043
0.037,0.272
0.444,0.430
0.031,0.253
0.063,0.130
0.056,0.232
0.465,0.092
0.371,0.344
0.471,0.394
0.460,0.026
0.421,0.104
0.067,0.111
0.534,0.000
0.497,0.469
0.097,0.170
0.478,0.403
0.554,0.095
0.732,0.453
0.056,0.152
0.604,0.480
0.503,0.351
0.007,0.166
0.794,0.339
0.685,0.359
0.593,0.520
0.382,0.099
0.706,0.499
0.076,0.087
0.454,0.069
0.444,0.480
0.698,0.469
0.364,0.009
0.495,0.472
0.667,0.494
0.678,0.543
0.442,0.355
0.145,0.092
0.660,0.506
0.017,0.232
0.459,0.460
0.093,0.270
0.782,0.384
0.702,0.531
0.521,0.110
0.310,0.408
0.023,0.102
0.511,0.353
0.805,0.364
0.003,0.196
0.738,0.581
0.736,0.513
0.518,0.018
0.769,0.443
0.598,0.051
0.731,0.532
0.033,0.148
0.027,0.176
0.500,0.356
0.502,0.291
0.485,0.475
0.578,0.395
0.548,0.044
0.429,0.046
0.035,0.132
0.320,0.056
0.042,0.151
0.563,0.034
0.659,0.425
0.511,0.491
0.500,0.037
0.020,0.182
0.489,0.438
0.024,0.127
0.774,0.497
0.576,0.021
0.480,0.073
0.085,0.226
0.112,0.157
0.550,0.025
0.540,0.447
0.754,0.551
0.761,0.390
0.517,0.403
0.717,0.434
0.531,0.022
0.479,0.365
0.027,0.277
0.832,0.477
0.694,0.410
0.573,0.022
0.358,0.422
0.490,0.139
0.522,0.514
0.544,0.098
0.020,0.170
0.537,0.060
0.114,0.224
0.378,0.303
0.504,0.061
0.668,0.542
0.019,0.224
0.511,0.065
0.710,0.560
0.446,0.114
0.408,0.106
0.717,0.497
0.508,0.436
0.606,0.394
0.461,0.385
0.563,0.277
0.550,0.385
0.697,0.537
0.475,0.450
0.456,0.056
0.046,0.247
0.484,0.060
0.566,0.478
0.509,0.488
0.817,0.472
0.777,0.507
0.694,0.409
0.714,0.530
0.706,0.444
0.514,0.068
0.100,0.296
0.551,0.046
0.595,0.537
0.047,0.219
0.499,0.406
0.415,0.057
0.662,0.448
0.782,0.468
0.018,0.279
0.165,0.145
0.028,0.112
0.427,0.027
0.501,0.026
0.403,0.497
0.639,0.411
0.046,0.179
0.454,0.003
0.327,0.110
0.027,0.193
0.720,0.540
0.028,0.201
0.010,0.158
0.409,0.435
0.380,0.008
0.048,0.102
0.799,0.326
0.585,0.063
0.445,0.069
0.413,0.086
0.766,0.419
0.481,0.044
0.533,0.115
0.517,0.078
0.449,0.483
0.466,0.487
0.767,0.412
0.537,0.406
0.020,0.272
0.029,0.221
0.717,0.473
0.478,0.349
0.090,0.259
0.459,0.388
0.760,0.414
0.421,0.446
0.515,0.068
0.016,0.234
0.753,0.520
0.377,0.061
0.506,0.044
0.734,0.496
0.685,0.562
0.525,0.048
0.510,0.381
0.416,0.039
0.734,0.459
0.010,0.168
0.726,0.442
0.562,0.410
0.115,0.021
0.438,0.328
0.475,0.432
0.549,0.433
0.716,0.506
0.805,0.484
0.506,0.469
0.066,0.182
0.547,0.026
0.478,0.441
0.015,0.133
0.437,0.059
0.527,0.421
0.667,0.327
0.510,0.090
0.646,0.543
0.511,0.410
0.718,0.606
0.553,0.376
0.104,0.198
0.477,0.028
0.622,0.410
0.512,0.390
0.452,0.055
0.116,0.273
0.534,0.033
0.504,0.005
0.115,0.162
0.498,0.424
0.397,0.123
0.047,0.248
0.799,0.527
0.006,0.180
0.049,0.099
0.004,0.149
0.621,0.369
0.052,0.079
0.023,0.220
0.073,0.160
0.692,0.505
0.377,0.052
0.432,0.486
0.525,0.068
0.114,0.201
0.480,0.340
0.484,0.449
0.577,0.135
0.470,0.372
0.482,0.386
0.454,0.478
0.778,0.441
0.852,0.413
0.516,0.449
0.619,0.568
0.037,0.202
0.430,0.333
0.444,0.474
0.446,0.398
0.374,0.020
0.492,0.445
0.773,0.494
0.734,0.506
0.003,0.085
0.517,0.072
0.512,0.114
0.686,0.354
0.034,0.097
0.515,0.050
0.406,0.011
0.130,0.233
0.633,0.566
0.035,0.112
0.494,0.053
0.758,0.439
0.480,0.495
0.809,0.441
0.867,0.523
0.767,0.323
0.761,0.455
0.465,0.454
0.399,0.403
0.039,0.258
0.510,0.049
0.090,0.215
0.860,0.512
0.031,0.197
0.478,0.113
0.775,0.428
0.485,0.398
0.606,0.549
0.636,0.536
0.461,0.493
0.748,0.492
0.747,0.456
0.431,0.445
0.784,0.407
0.405,0.518
0.021,0.121
0.654,0.379
0.427,0.375
0.009,0.111
0.043,0.172
0.820,0.415
0.437,0.429
0.561,0.409
0.544,0.386
0.429,0.021
0.040,0.226
0.512,0.002
0.090,0.222
0.081,0.153
0.748,0.392
0.033,0.088
0.008,0.184
0.046,0.250
0.088,0.173
0.012,0.213
0.053,0.222
0.471,0.537
0.392,0.450
0.494,0.053
0.423,0.394
0.095,0.221
0.449,0.140
0.633,0.486
0.725,0.490
0.112,0.164
0.005,0.262
0.746,0.500
0.076,0.174
0.040,0.164
0.561,0.091
0.024,0.191
0.541,0.416
0.009,0.127
0.450,0.098
0.515,0.000
0.475,0.380
0.512,0.006
0.522,0.459
0.524,0.109
0.461,0.429
0.059,0.257
0.765,0.373
0.087,0.194
0.466,0.494
0.549,0.018
0.497,0.001
0.568,0.362
0.104,0.055
0.556,0.394
0.029,0.214
0.465,0.422
0.408,0.005
0.081,0.254
0.571,0.079
0.069,0.241
0.761,0.477
0.113,0.149
0.098,0.086
0.006,0.247
0.752,0.499
0.395,0.493
0.036,0.185
0.090,0.266
0.438,0.451
0.436,0.088
0.620,0.489
0.675,0.472
0.465,0.478
0.492,0.335
0.383,0.065
0.716,0.500
0.448,0.315
0.427,0.405
0.035,0.211
0.740,0.497
0.460,0.067
0.582,0.097
0.472,0.509
0.508,0.363
0.815,0.445
0.054,0.166
0.824,0.425
0.567,0.415
0.024,0.218
0.779,0.551
0.129,0.191
0.041,0.188
0.567,0.003
0.563,0.105
0.550,0.027
0.416,0.068
0.593,0.387
0.629,0.367
0.833,0.528
0.020,0.169
0.489,0.018
0.730,0.425
0.006,0.115
0.541,0.418
0.575,0.438
0.442,0.376
0.044,0.206
0.031,0.172
0.763,0.467
0.019,0.082
0.771,0.487
0.559,0.019
0.721,0.485
0.434,0.503
0.455,0.070
0.040,0.066
0.424,0.014
0.491,0.477
0.019,0.182
0.516,0.422
0.456,0.391
0.638,0.440
0.867,0.410
0.538,0.442
0.524,0.142
0.398,0.353
0.050,0.150
0.594,0.527
0.813,0.507
0.658,0.448
0.001,0.167
0.435,0.462
0.566,0.404
0.470,0.059
0.501,0.386
0.486,0.450
0.567,0.463
0.720,0.496
0.060,0.166
0.844,0.498
0.395,0.006
0.458,0.008
0.383,0.053
0.543,0.026
0.448,0.301
0.001,0.246
0.369,0.076
0.038,0.148
0.525,0.071
0.451,0.060
0.492,0.477
0.471,0.007
0.475,0.049
0.470,0.053
0.021,0.216
0.698,0.508
0.794,0.503
0.674,0.453
0.010,0.152
0.497,0.035
0.468,0.006
0.012,0.128
0.748,0.506
0.453,0.358
0.612,0.455
0.496,0.360
0.007,0.287
0.001,0.172
0.020,0.113
0.806,0.307
0.507,0.088
0.423,0.361
0.476,0.502
0.443,0.498
0.516,0.489
0.003,0.169
0.442,0.353
0.475,0.100
0.429,0.051
0.443,0.030
0.730,0.502
0.617,0.478
0.494,0.440
0.711,0.498
0.003,0.169
0.549,0.035
0.615,0.071
0.080,0.261
0.419,0.515
0.480,0.414
0.473,0.027
0.483,0.018
0.595,0.042
0.016,0.136
0.429,0.005
0.533,0.518
0.012,0.155
0.427,0.061
0.048,0.220
0.522,0.400
0.000,0.222
0.501,0.033
0.448,0.122
0.479,0.408
0.700,0.456
0.622,0.497
0.473,0.397
0.629,0.516
0.052,0.220
0.042,0.216
0.117,0.170
0.545,0.069
0.778,0.532
0.278,0.022
0.707,0.409
0.079,0.275
0.063,0.125
0.429,0.325
0.665,0.482
0.441,0.310
0.411,0.002
0.560,0.025
0.023,0.188
0.481,0.389
0.540,0.031
0.750,0.437
0.780,0.420
0.684,0.447
0.541,0.438
0.517,0.420
0.018,0.098
0.650,0.493
0.534,0.019
0.429,0.082
0.041,0.135
0.756,0.402
0.495,0.427
0.753,0.447
0.495,0.099
0.694,0.538
0.451,0.003
0.071,0.090
0.032,0.208
0.016,0.062
0.507,0.416
0.470,0.010
0.010,0.129
0.436,0.382
0.714,0.504
0.560,0.325
0.501,0.082
0.596,0.431
0.063,0.201
0.753,0.527
0.052,0.030
0.458,0.434
0.401,0.080
0.496,0.307
0.463,0.047
0.786,0.467
0.410,0.270
0.509,0.410
0.030,0.310
0.534,0.471
0.518,0.031
0.436,0.427
0.346,0.444
0.434,0.037
0.681,0.425
0.700,0.340
0.600,0.467
0.522,0.005
0.466,0.394
0.366,0.089
0.732,0.364
0.784,0.481
0.535,0.143
