0.104,0.198
0.543,0.010
0.486,0.070
0.508,0.043
0.044,0.206
0.593,0.417
0.804,0.369
0.537,0.297
0.775,0.435
0.675,0.593
0.529,0.026
0.578,0.404
0.024,0.218
0.483,0.472
0.027,0.204
0.752,0.494
0.022,0.178
0.052,0.246
0.501,0.451
0.009,0.127
0.485,0.030
0.727,0.512
0.405,0.083
0.048,0.102
0.044,0.244
0.392,0.006
0.584,0.106
0.748,0.455
0.386,0.088
0.684,0.499
0.053,0.222
0.433,0.388
0.496,0.056
0.751,0.530
0.027,0.193
0.710,0.432
0.025,0.170
0.649,0.515
0.495,0.392
0.667,0.541
0.747,0.499
0.819,0.431
0.019,0.224
0.590,0.109
0.477,0.395
0.445,0.477
0.476,0.392
0.533,0.351
0.485,0.012
0.741,0.468
0.542,0.327
0.686,0.365
0.001,0.246
0.610,0.420
0.483,0.552
0.425,0.058
0.499,0.328
0.509,0.003
0.786,0.544
0.463,0.009
0.576,0.074
0.052,0.079
0.023,0.186
0.684,0.400
0.426,0.466
0.494,0.461
0.003,0.169
0.420,0.102
0.443,0.342
0.699,0.398
0.729,0.516
0.038,0.148
0.579,0.011
0.674,0.536
0.061,0.216
0.015,0.170
0.445,0.020
0.366,0.536
0.595,0.052
0.114,0.224
0.486,0.352
0.112,0.224
0.516,0.390
0.010,0.168
0.721,0.416
0.054,0.166
0.458,0.010
0.543,0.017
0.465,0.083
0.499,0.005
0.508,0.520
0.595,0.431
0.520,0.404
0.836,0.516
0.480,0.451
0.616,0.504
0.494,0.441
0.717,0.411
0.499,0.029
0.097,0.087
