0.752,0.462
0.823,0.402
0.480,0.016
0.040,0.132
0.457,0.087
0.817,0.447
0.470,0.102
0.559,0.484
0.678,0.478
0.586,0.400
0.556,0.111
0.075,0.158
0.437,0.022
0.582,0.019
0.526,0.016
0.618,0.449
0.052,0.079
0.474,0.048
0.662,0.481
0.539,0.017
0.496,0.470
0.482,0.046
0.649,0.527
0.493,0.081
0.527,0.462
0.416,0.333
0.614,0.449
0.041,0.170
0.022,0.229
0.518,0.396
0.566,0.441
0.014,0.211
0.392,0.083
0.467,0.456
0.511,0.394
0.749,0.534
0.090,0.222
0.418,0.029
0.035,0.211
0.775,0.453
0.041,0.160
0.508,0.410
0.684,0.445
0.043,0.110
0.463,0.038
0.695,0.407
0.515,0.369
0.061,0.216
0.821,0.304
0.010,0.192
0.824,0.443
0.108,0.094
0.033,0.148
0.757,0.317
0.417,0.499
0.541,0.101
0.052,0.220
0.546,0.424
0.654,0.313
0.523,0.060
0.792,0.477
0.703,0.452
0.100,0.296
0.430,0.091
0.480,0.497
0.629,0.041
0.538,0.096
0.027,0.204
0.515,0.076
0.479,0.050
0.511,0.068
0.038,0.258
0.430,0.124
0.587,0.025
0.419,0.405
0.705,0.455
0.540,0.056
0.563,0.376
0.712,0.530
0.024,0.127
0.003,0.085
0.555,0.405
0.537,0.010
0.527,0.376
0.752,0.533
0.850,0.375
0.129,0.191
0.643,0.452
0.520,0.040
0.674,0.381
0.530,0.011
0.021,0.121
0.502,0.374
0.472,0.053
0.742,0.555
0.008,0.184
0.088,0.173
0.505,0.454
0.047,0.211
0.734,0.497
0.686,0.465
0.056,0.232
0.762,0.438
0.104,0.198
0.628,0.447
0.542,0.425
0.018,0.098
0.728,0.502
0.471,0.054
0.492,0.405
0.044,0.206
0.122,0.276
0.040,0.211
0.526,0.465
0.495,0.067
0.497,0.056
0.612,0.553
0.514,0.404
0.486,0.460
0.625,0.525
0.042,0.216
0.459,0.028
0.447,0.091
0.090,0.259
0.586,0.011
0.495,0.453
0.727,0.452
0.738,0.463
0.670,0.415
0.709,0.542
0.480,0.405
0.533,0.036
0.499,0.538
0.434,0.025
0.478,0.454
0.711,0.463
0.529,0.128
0.098,0.086
0.666,0.447
0.823,0.422
0.457,0.040
0.095,0.137
0.492,0.344
0.740,0.411
0.732,0.459
0.049,0.099
0.406,0.500
0.076,0.087
0.058,0.125
0.506,0.174
0.476,0.463
0.754,0.494
0.823,0.453
0.495,0.002
0.127,0.220
0.012,0.128
0.681,0.567
0.510,0.041
0.594,0.027
0.406,0.057
0.755,0.474
0.615,0.549
0.006,0.115
0.114,0.224
0.478,0.430
0.031,0.253
0.515,0.394
0.699,0.570
0.747,0.434
0.694,0.496
0.492,0.052
0.604,0.455
0.596,0.104
0.447,0.311
0.536,0.004
0.603,0.069
0.036,0.185
0.508,0.561
0.619,0.353
0.681,0.473
0.670,0.395
0.744,0.541
0.105,0.205
0.112,0.157
0.067,0.111
0.395,0.116
0.821,0.445
0.525,0.330
0.666,0.349
0.494,0.087
0.130,0.233
0.541,0.009
0.484,0.460
0.096,0.191
0.482,0.442
0.021,0.237
0.707,0.450
0.022,0.117
0.519,0.048
0.751,0.383
0.643,0.543
0.703,0.479
0.613,0.370
0.452,0.535
0.379,0.027
0.475,0.487
0.526,0.075
0.548,0.109
0.595,0.026
0.040,0.039
0.647,0.036
0.097,0.087
0.487,0.012
0.028,0.201
0.559,0.396
0.667,0.394
0.790,0.509
0.012,0.155
0.475,0.461
0.022,0.187
0.020,0.169
0.017,0.312
0.423,0.056
0.487,0.021
0.040,0.226
0.015,0.133
0.411,0.450
0.535,0.373
0.390,0.473
0.566,0.264
0.082,0.079
0.052,0.246
0.419,0.382
0.381,0.326
0.501,0.454
0.658,0.503
0.112,0.164
0.508,0.349
0.030,0.310
0.050,0.150
0.470,0.517
0.043,0.172
0.512,0.038
0.570,0.398
0.645,0.449
0.047,0.270
0.738,0.491
0.549,0.069
0.029,0.123
0.467,0.096
0.427,0.031
0.575,0.057
0.522,0.434
0.004,0.149
0.544,0.364
0.458,0.389
0.439,0.500
0.837,0.466
0.513,0.512
